longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,roomsxpop
-122.04,37.94,24,5732,873,2444,888,5.6292,231400,NEAR BAY,2.3453355155482813
-121.59,39.77,24,1535,276,664,273,2.3068,97300,INLAND,2.3117469879518073
-122.29,37.89,52,1571,349,693,326,3.1375,229100,NEAR BAY,2.266955266955267
-120.1,36.16,17,598,160,715,146,2.3295,55000,INLAND,0.8363636363636363
-122.0,38.03,4,2341,408,1235,431,6.0424,165900,INLAND,1.8955465587044535
-122.28,37.86,52,3007,691,1582,636,2.5652,157700,NEAR BAY,1.9007585335018964
-122.05,37.63,5,3785,936,2240,792,3.2829,162500,NEAR BAY,1.6897321428571428
-119.77,36.81,25,1565,271,661,275,3.4279,84700,INLAND,2.367624810892587
-122.01,37.98,29,2001,373,956,370,4.317,194000,NEAR BAY,2.0930962343096233
-119.81,36.83,10,5780,922,2712,883,5.6445,135500,INLAND,2.131268436578171
-121.83,37.99,18,2741,449,1507,460,4.7566,142500,INLAND,1.8188453881884539
-119.77,36.76,43,1945,413,1492,422,1.5174,54600,INLAND,1.3036193029490617
-121.59,39.74,17,1646,330,750,344,2.3798,83800,INLAND,2.1946666666666665
-121.82,39.75,29,7744,1375,3316,1365,3.0253,111400,INLAND,2.3353437876960195
-122.12,37.91,34,5683,755,1962,723,8.3678,455300,NEAR BAY,2.896534148827727
-120.67,38.19,17,2967,611,1387,564,2.0417,92600,INLAND,2.13914924297044
-122.08,37.7,32,2718,447,1156,410,5.2497,259300,NEAR BAY,2.35121107266436
-119.96,38.84,17,2722,512,828,289,3.5714,109700,INLAND,3.28743961352657
-122.26,38.0,5,6265,908,3326,872,6.2073,272900,NEAR BAY,1.8836440168370414
-119.85,36.83,15,2563,335,1080,356,6.7181,160300,INLAND,2.373148148148148
-119.76,36.79,32,2463,468,1261,486,3.3281,75100,INLAND,1.9532117367168913
-122.13,37.73,33,1996,268,686,270,6.9096,341800,NEAR BAY,2.9096209912536444
-122.03,37.91,29,5438,871,2310,890,5.0362,275300,NEAR BAY,2.3541125541125543
-122.11,37.88,37,4005,614,1602,606,6.4666,348200,NEAR BAY,2.5
-121.84,39.75,29,4362,1053,2053,1000,1.7284,74500,INLAND,2.1246955674622505
-122.07,37.96,37,1217,199,552,194,5.0445,196200,NEAR BAY,2.204710144927536
-119.84,36.79,21,3235,648,1820,614,3.3447,71400,INLAND,1.7774725274725274
-121.87,37.67,28,1812,294,853,278,4.9879,229400,INLAND,2.1242672919109027
-119.56,36.51,37,1018,213,663,204,1.6635,67000,INLAND,1.5354449472096532
-122.07,37.67,28,2932,739,1198,624,3.2417,210800,NEAR BAY,2.4474123539232053
-121.99,39.15,17,6440,1204,3266,1142,2.7137,72000,INLAND,1.971830985915493
-119.69,36.79,13,1736,313,993,314,3.7697,83600,INLAND,1.7482376636455186
-119.78,36.75,35,2114,506,2050,474,1.2375,50000,INLAND,1.031219512195122
-122.28,37.89,52,2616,473,1085,487,4.125,270900,NEAR BAY,2.4110599078341015
-122.01,37.83,30,3917,549,1330,544,6.5617,386600,NEAR BAY,2.945112781954887
-122.07,37.96,34,1692,290,836,289,5.0172,197100,NEAR BAY,2.0239234449760763
-122.1,37.66,37,901,191,599,206,3.7303,149700,NEAR BAY,1.5041736227045075
-121.96,37.84,29,7479,977,2744,943,7.5139,398200,INLAND,2.7255830903790086
-119.59,36.52,35,990,192,674,178,3.3214,101600,INLAND,1.4688427299703264
-122.24,37.8,52,888,168,360,175,2.1944,211500,NEAR BAY,2.466666666666667
-120.69,36.84,18,902,195,771,174,2.2083,55000,INLAND,1.1699092088197147
-119.86,36.78,7,2232,490,1274,499,2.9853,74700,INLAND,1.7519623233908947
-119.78,36.75,31,1404,379,1515,387,1.2813,56400,INLAND,0.9267326732673268
-119.72,36.71,7,2456,463,1350,424,3.0179,91600,INLAND,1.8192592592592594
-122.25,37.83,52,4190,1105,1786,1037,3.0897,234100,NEAR BAY,2.346024636058231
-122.3,37.87,10,503,118,228,100,2.1705,150000,NEAR BAY,2.206140350877193
-122.2,37.75,36,606,132,531,133,1.5809,70000,NEAR BAY,1.1412429378531073
-122.32,37.91,34,2669,647,1341,555,2.6399,119600,NEAR BAY,1.9903057419835943
-119.87,36.54,34,1370,287,818,269,2.4044,72500,INLAND,1.6748166259168704
-119.86,36.81,4,4530,1070,1804,837,3.3942,72100,INLAND,2.511086474501109
-119.76,36.74,52,2137,448,1194,444,1.3029,69100,INLAND,1.789782244556114
-121.53,39.52,30,1030,161,448,159,2.4821,73800,INLAND,2.299107142857143
-120.16,39.01,16,1463,264,54,26,4.975,206300,INLAND,27.09259259259259
-122.19,37.74,43,707,147,417,155,2.5139,83400,NEAR BAY,1.6954436450839327
-122.3,37.89,46,1520,402,815,375,2.8036,211600,NEAR BAY,1.8650306748466257
-119.79,36.84,22,1529,375,1543,395,1.7926,51700,INLAND,0.9909267660401815
-122.04,37.5,17,407,97,307,100,3.1696,156300,NEAR BAY,1.3257328990228012
-121.64,39.74,20,1808,334,763,335,2.3711,121800,INLAND,2.3695937090432504
-122.03,37.92,23,3318,408,1124,393,6.5847,358800,NEAR BAY,2.9519572953736657
-122.07,37.59,13,2578,551,1680,528,4.825,222000,NEAR BAY,1.5345238095238096
-124.21,41.77,17,3461,722,1947,647,2.5795,68400,NEAR OCEAN,1.7776065742167437
-120.81,38.73,42,1276,260,799,259,2.7273,128600,INLAND,1.5969962453066333
-119.45,36.6,42,510,88,247,99,2.5,73000,INLAND,2.064777327935223
-122.3,37.81,52,572,109,274,82,1.8516,85000,NEAR BAY,2.0875912408759123
-122.15,37.74,43,1383,275,853,272,3.5083,122000,NEAR BAY,1.6213364595545134
-122.08,37.89,39,3018,501,1223,489,6.2924,283900,NEAR BAY,2.4677023712183157
-122.15,37.71,36,998,178,531,183,4.0208,191500,NEAR BAY,1.8794726930320151
-119.49,37.1,24,2532,555,1564,507,2.3359,92400,INLAND,1.618925831202046
-122.35,37.93,28,1995,488,1182,439,2.3352,84300,NEAR BAY,1.6878172588832487
-122.33,37.89,42,1342,291,551,266,4.5268,207400,NEAR BAY,2.4355716878402904
-122.11,37.69,37,2444,651,1562,618,2.6464,155200,NEAR BAY,1.5646606914212549
-119.73,36.68,32,755,205,681,207,1.7986,49300,INLAND,1.1086637298091042
-122.14,37.68,27,3337,613,1489,607,3.6364,219200,NEAR BAY,2.2411014103425115
-122.12,37.81,26,4048,513,1486,498,7.6717,416500,NEAR BAY,2.7240915208613727
-122.03,37.56,31,4981,964,2841,924,4.8962,220200,NEAR BAY,1.753255895811334
-121.87,38.02,31,3644,746,2229,678,3.1389,117800,INLAND,1.6348138178555407
-119.79,36.72,19,1719,391,1369,368,1.25,53000,INLAND,1.2556610664718773
-122.09,37.64,32,1578,284,836,292,3.9063,184200,NEAR BAY,1.88755980861244
-122.36,37.94,43,369,107,371,111,1.6,79400,NEAR BAY,0.9946091644204852
-122.11,38.0,9,3424,583,1460,543,5.76,212600,NEAR BAY,2.345205479452055
-122.18,37.78,50,1642,322,713,284,3.2984,160700,NEAR BAY,2.302945301542777
-121.77,37.68,41,1501,299,629,288,4.6806,209400,INLAND,2.3863275039745626
-122.16,37.69,36,1118,219,625,228,3.7813,192200,NEAR BAY,1.7888
-122.02,37.55,33,1325,274,909,267,4.5687,177200,NEAR BAY,1.4576457645764576
-121.89,38.01,32,1000,188,663,212,4.0972,99200,INLAND,1.5082956259426847
-120.95,38.79,12,3247,579,1459,517,4.3981,202800,INLAND,2.225496915695682
-122.22,37.78,44,1678,514,1700,495,2.0801,131900,NEAR BAY,0.9870588235294118
-122.17,39.31,35,2791,552,1395,476,2.5625,62700,INLAND,2.000716845878136
-122.11,37.66,29,2544,643,2332,603,3.2091,150000,NEAR BAY,1.0909090909090908
-122.28,37.8,38,684,176,344,155,2.0114,131300,NEAR BAY,1.9883720930232558
-120.55,38.07,27,1199,224,463,199,2.9063,92200,INLAND,2.58963282937365
-121.77,37.68,44,495,112,277,109,2.6667,179200,INLAND,1.7870036101083033
-119.79,36.7,23,1731,363,1210,341,1.3922,49500,INLAND,1.4305785123966943
-122.18,37.75,36,1047,214,651,166,1.712,82100,NEAR BAY,1.608294930875576
-122.24,38.01,11,3751,565,1949,555,5.7862,269400,NEAR BAY,1.9245767060030785
-119.89,36.79,5,3821,705,2179,694,3.7821,80400,INLAND,1.7535566773749427
-122.36,37.93,42,1796,389,1107,372,1.9375,87000,NEAR BAY,1.6224028906955736
-119.84,36.8,16,2849,506,1508,478,3.4074,72700,INLAND,1.8892572944297081
-121.96,37.58,15,3575,597,1777,559,5.7192,283500,<1H OCEAN,2.0118176702307258
-122.1,37.7,25,2973,622,1413,595,4.3819,209200,NEAR BAY,2.1040339702760087
-121.82,39.76,23,6010,1116,2710,1149,3.0068,107300,INLAND,2.217712177121771
-121.09,38.68,15,5218,711,1949,659,4.7083,213300,INLAND,2.6772703950743972
-121.53,39.44,26,1340,255,662,239,2.6071,57100,INLAND,2.02416918429003
-119.77,36.74,51,1454,235,729,252,3.3125,70100,INLAND,1.9945130315500685
-120.59,38.45,13,2944,558,1091,466,3.0,119000,INLAND,2.6984417965169567
-122.07,37.67,38,2104,409,1039,394,3.875,165300,NEAR BAY,2.02502406159769
-119.78,38.69,17,1364,282,338,152,2.45,117600,INLAND,4.035502958579881
-122.26,37.77,52,1670,350,793,299,2.9732,282100,NEAR BAY,2.1059268600252206
-121.87,37.66,39,522,116,161,102,2.4896,238500,INLAND,3.2422360248447206
-119.9,36.79,22,1970,332,1066,319,3.3125,106100,INLAND,1.848030018761726
-119.81,36.76,51,2419,486,1284,426,2.2029,54200,INLAND,1.8839563862928348
-121.72,38.0,7,7957,1314,4460,1293,4.9618,156500,INLAND,1.7840807174887892
-122.29,37.89,52,979,175,374,153,5.1675,270600,NEAR BAY,2.6176470588235294
-122.17,37.73,52,1555,289,620,292,3.7159,183300,NEAR BAY,2.5080645161290325
-121.97,37.53,35,2277,420,1353,413,4.75,197000,<1H OCEAN,1.6829268292682926
-122.27,37.84,52,1503,298,690,275,2.6033,162900,NEAR BAY,2.1782608695652175
-122.19,37.8,52,1813,271,637,277,4.0114,263400,NEAR BAY,2.8461538461538463
-122.08,37.93,35,4043,689,1832,662,5.0761,233200,NEAR BAY,2.206877729257642
-121.84,37.99,13,4545,952,2188,901,3.3625,126100,INLAND,2.077239488117002
-119.72,36.8,23,2128,442,1047,450,2.625,71500,INLAND,2.032473734479465
-124.3,41.8,19,2672,552,1298,478,1.9797,85800,NEAR OCEAN,2.058551617873652
-122.15,37.7,36,1468,252,733,229,3.4583,192600,NEAR BAY,2.0027285129604366
-119.79,36.72,41,1562,322,927,277,1.3047,44100,INLAND,1.6850053937432579
-122.17,37.77,39,1612,342,912,322,3.3958,141900,NEAR BAY,1.7675438596491229
-122.3,37.91,40,2866,617,1305,589,3.6321,209100,NEAR BAY,2.196168582375479
-119.77,36.77,38,3065,658,1441,625,2.0564,64700,INLAND,2.126995142262318
-121.99,37.54,28,3046,507,1772,516,5.3283,227900,<1H OCEAN,1.7189616252821671
-122.27,37.82,40,946,375,700,352,1.775,112500,NEAR BAY,1.3514285714285714
-119.83,36.75,33,662,183,607,181,1.3929,55600,INLAND,1.0906095551894563
-121.78,37.67,26,2211,344,1024,321,5.2649,199800,INLAND,2.1591796875
-122.12,37.67,33,3429,681,1798,694,3.9395,184700,NEAR BAY,1.907119021134594
-122.15,37.76,39,1823,286,763,270,6.0749,196900,NEAR BAY,2.3892529488859764
-121.86,38.04,52,242,59,188,54,1.3958,67500,INLAND,1.2872340425531914
-122.25,37.85,52,1274,235,558,219,5.6431,341300,NEAR BAY,2.283154121863799
-122.17,37.74,47,463,134,327,137,2.15,97200,NEAR BAY,1.415902140672783
-121.93,38.01,9,2294,389,1142,365,5.3363,160800,INLAND,2.008756567425569
-122.25,37.84,52,3549,707,1551,714,3.6912,261100,NEAR BAY,2.288201160541586
-122.37,37.95,35,215,45,100,34,1.6023,81300,NEAR BAY,2.15
-120.67,38.76,35,2104,403,1060,400,2.1682,138100,INLAND,1.9849056603773585
-121.99,37.58,31,2878,478,1276,485,6.2073,282500,<1H OCEAN,2.2554858934169277
-122.2,37.83,26,1589,223,542,211,8.401,351200,NEAR BAY,2.9317343173431736
-119.71,36.83,5,1087,338,623,362,1.8061,113400,INLAND,1.7447833065810594
-120.37,36.16,36,613,124,310,124,3.0658,65000,INLAND,1.9774193548387098
-122.18,37.78,43,1985,440,1085,407,3.4205,136700,NEAR BAY,1.8294930875576036
-122.28,37.82,52,1387,341,1074,304,1.2171,80300,NEAR BAY,1.2914338919925512
-122.08,37.92,28,2377,469,1068,435,4.4561,250000,NEAR BAY,2.2256554307116105
-121.96,37.85,10,3209,379,1199,392,12.2478,500001,INLAND,2.676396997497915
-119.9,36.58,20,1935,363,1319,359,2.4814,74600,INLAND,1.4670204700530705
-120.36,38.21,10,4300,845,1480,609,2.8208,139900,INLAND,2.9054054054054053
-119.78,36.78,37,2185,455,1143,438,1.9784,70700,INLAND,1.9116360454943133
-119.68,36.62,31,834,229,616,211,1.6602,61200,INLAND,1.353896103896104
-122.26,37.78,52,1045,239,496,216,2.9213,190800,NEAR BAY,2.1068548387096775
-121.9,38.02,12,1497,360,943,341,2.1417,122200,INLAND,1.5874867444326617
-122.27,37.86,52,1769,372,849,365,2.6914,218800,NEAR BAY,2.0836277974087163
-122.33,37.93,27,2158,424,1220,442,3.0156,111500,NEAR BAY,1.7688524590163934
-122.23,37.79,49,1175,217,859,219,2.293,106300,NEAR BAY,1.367869615832363
-121.93,37.76,5,2255,269,876,258,10.3345,461400,<1H OCEAN,2.574200913242009
-119.68,36.77,21,1260,182,583,205,6.0132,150800,INLAND,2.1612349914236706
-119.65,36.62,6,1931,422,1344,414,1.6607,58000,INLAND,1.4367559523809523
-121.97,37.53,26,2506,387,1273,406,5.4299,236400,<1H OCEAN,1.9685781618224667
-122.34,37.99,42,1531,326,1271,377,2.6167,85100,NEAR BAY,1.2045633359559402
-121.78,37.67,28,1773,278,804,269,4.8571,201100,INLAND,2.205223880597015
-122.04,37.96,20,1143,346,578,298,2.2411,151800,NEAR BAY,1.9775086505190311
-121.97,37.52,23,4925,948,2530,894,5.0824,230900,<1H OCEAN,1.9466403162055337
-122.24,37.83,52,1757,246,585,227,5.8948,457800,NEAR BAY,3.0034188034188034
-122.21,37.76,52,1420,314,1085,300,1.7546,80600,NEAR BAY,1.3087557603686637
-122.02,37.95,25,1205,260,608,272,2.4519,208300,NEAR BAY,1.981907894736842
-120.45,36.86,34,673,173,539,182,2.3523,66000,INLAND,1.24860853432282
-122.18,37.75,45,990,261,901,260,2.1731,82000,NEAR BAY,1.0987791342952276
-122.23,37.84,47,3175,454,1098,485,5.2868,347600,NEAR BAY,2.8916211293260474
-122.14,37.7,17,1463,292,695,330,4.5859,187200,NEAR BAY,2.1050359712230216
-121.86,39.75,18,1651,309,856,293,3.5046,118300,INLAND,1.9287383177570094
-122.29,37.87,52,2225,460,1145,430,2.6165,150000,NEAR BAY,1.943231441048035
-122.13,37.77,24,2459,317,916,324,7.0712,293000,NEAR BAY,2.6844978165938866
-119.56,36.71,37,1609,374,1173,344,2.181,59900,INLAND,1.371696504688832
-122.06,37.96,10,7136,1691,2959,1507,3.9816,182000,NEAR BAY,2.4116255491720175
-121.67,37.99,22,1046,195,527,164,4.375,213500,INLAND,1.984819734345351
-120.35,36.16,18,1519,296,846,272,2.7792,85300,INLAND,1.7955082742316786
-122.33,39.1,10,266,62,154,49,2.25,75000,INLAND,1.7272727272727273
-122.27,37.83,51,2665,574,1258,536,2.7303,109700,NEAR BAY,2.118441971383148
-122.19,37.79,45,2718,451,1106,454,4.6563,231800,NEAR BAY,2.45750452079566
-122.28,37.81,19,1207,243,721,207,1.1111,108300,NEAR BAY,1.6740638002773924
-122.13,37.87,18,1820,220,728,229,10.3713,426100,NEAR BAY,2.5
-121.81,38.01,52,1124,245,528,226,2.2639,128500,INLAND,2.128787878787879
-122.03,37.87,21,3521,447,1396,467,8.2673,358700,NEAR BAY,2.5222063037249285
-119.79,36.79,33,3433,785,1806,783,1.9386,67500,INLAND,1.9008859357696568
-119.67,36.81,4,1262,216,622,199,4.9432,114400,INLAND,2.0289389067524115
-121.87,37.99,15,2203,312,1051,311,4.9783,163900,INLAND,2.0960989533777354
-122.01,37.99,28,1900,401,918,351,3.7841,144900,NEAR BAY,2.0697167755991286
-121.99,37.55,16,6647,2098,4649,1903,2.9074,213800,<1H OCEAN,1.4297698429769843
-121.82,39.73,44,2923,659,1371,626,2.2925,85800,INLAND,2.1320204230488695
-122.27,37.85,52,1974,426,875,363,1.5817,153600,NEAR BAY,2.256
-122.26,37.84,52,950,202,467,198,3.9643,188800,NEAR BAY,2.0342612419700212
-121.98,37.95,14,6290,854,2724,820,6.7371,267400,INLAND,2.3091042584434653
-120.37,36.15,34,2084,339,868,347,4.381,86300,INLAND,2.4009216589861753
-122.01,37.98,34,1256,267,638,252,4.0507,161000,NEAR BAY,1.968652037617555
-119.6,36.56,36,738,168,737,186,1.4415,54400,INLAND,1.0013568521031209
-121.79,38.0,34,3090,593,1588,566,3.6118,124700,INLAND,1.9458438287153652
-119.8,36.72,43,1286,360,972,345,0.9513,50400,INLAND,1.323045267489712
-122.34,37.93,30,2515,481,1327,428,2.1287,95000,NEAR BAY,1.8952524491333835
-122.16,37.71,37,1507,242,632,253,4.5553,191000,NEAR BAY,2.384493670886076
-121.85,38.0,24,2269,584,1239,542,2.0411,100000,INLAND,1.831315577078289
-122.24,37.8,52,1586,398,1006,335,2.1348,140600,NEAR BAY,1.5765407554671969
-121.51,39.97,22,1468,285,611,235,2.3036,73000,INLAND,2.402618657937807
-122.28,37.91,38,2501,348,805,329,6.5576,358500,NEAR BAY,3.106832298136646
-122.3,37.89,52,1248,283,620,275,4.0875,221300,NEAR BAY,2.0129032258064514
-122.18,37.77,27,909,236,396,157,2.0786,97500,NEAR BAY,2.2954545454545454
-121.58,39.51,24,1865,372,1087,385,1.6389,56700,INLAND,1.7157313707451702
-121.93,37.49,5,1150,311,648,245,3.5714,300000,<1H OCEAN,1.7746913580246915
-121.85,39.73,52,444,80,1107,98,3.4191,137500,INLAND,0.4010840108401084
-121.96,37.76,8,3865,463,1548,432,9.7037,425100,<1H OCEAN,2.496770025839793
-122.29,37.9,49,1283,238,576,236,3.3333,276800,NEAR BAY,2.2274305555555554
-122.27,37.79,27,1055,347,718,302,2.6354,187500,NEAR BAY,1.4693593314763231
-119.84,36.75,34,1186,300,774,271,1.575,57100,INLAND,1.5322997416020672
-122.34,37.97,19,2237,580,1438,551,2.3382,120700,NEAR BAY,1.555632823365786
-122.3,37.97,34,2854,528,1211,452,3.5353,164700,NEAR BAY,2.356729975227085
-122.03,37.54,6,2918,672,1911,639,4.1406,178200,NEAR BAY,1.5269492412349555
-119.71,36.82,12,2144,568,1320,566,2.3381,112500,INLAND,1.6242424242424243
-119.74,36.79,28,2857,619,1614,592,2.1573,71400,INLAND,1.7701363073110286
-121.79,37.99,18,3646,534,1651,535,5.7321,164700,INLAND,2.208358570563295
-122.19,37.82,32,1835,264,635,263,8.317,365900,NEAR BAY,2.8897637795275593
-119.43,36.61,19,1484,296,1296,298,2.4219,65800,INLAND,1.1450617283950617
-120.78,38.73,31,3117,616,1606,588,2.9844,127900,INLAND,1.9408468244084682
-119.85,36.83,11,2497,427,1101,405,4.8036,141600,INLAND,2.267938237965486
-119.82,36.81,25,3305,551,1149,500,5.0698,150900,INLAND,2.876414273281114
-119.54,36.61,20,1490,318,1474,326,1.4937,54700,INLAND,1.010854816824966
-121.98,37.54,17,5133,1375,3386,1339,3.1326,220800,<1H OCEAN,1.5159480212640284
-122.23,37.77,52,772,179,409,160,3.3214,189600,NEAR BAY,1.8875305623471883
-122.35,37.94,47,1275,275,844,273,2.8967,95600,NEAR BAY,1.5106635071090047
-122.04,37.99,32,1504,279,749,267,3.2,134500,NEAR BAY,2.0080106809078773
-122.14,37.7,36,1266,228,606,239,3.9702,194100,NEAR BAY,2.089108910891089
-122.18,37.7,35,2562,554,1398,525,3.3906,178900,NEAR BAY,1.832618025751073
-122.16,37.74,43,1534,300,826,295,4.0417,109400,NEAR BAY,1.8571428571428572
-119.73,36.72,26,2645,1005,1660,991,0.6991,89500,INLAND,1.5933734939759037
-121.61,37.86,30,1428,287,989,287,3.691,154400,INLAND,1.4438827098078868
-122.25,37.87,41,685,141,266,123,5.2289,384600,NEAR BAY,2.575187969924812
-120.88,38.32,18,2791,492,1187,438,3.2589,103000,INLAND,2.3513058129738837
-121.9,38.03,51,2982,689,1831,608,2.0034,87700,INLAND,1.6286182413981432
-119.7,36.8,31,1746,321,1186,360,2.6932,66400,INLAND,1.4721753794266441
-122.23,37.8,52,1192,289,772,257,2.3833,146900,NEAR BAY,1.544041450777202
-119.82,36.8,33,1670,256,528,250,2.9471,99500,INLAND,3.162878787878788
-121.84,39.68,38,549,105,275,94,3.5375,153100,INLAND,1.9963636363636363
-121.88,37.66,29,2702,680,1360,642,3.1127,233000,INLAND,1.986764705882353
-122.24,37.77,52,1711,386,885,373,3.6417,206300,NEAR BAY,1.9333333333333333
-122.0,37.99,28,4035,641,1881,659,5.4607,192300,INLAND,2.145135566188198
-122.34,37.97,19,392,109,287,81,6.0426,110000,NEAR BAY,1.3658536585365855
-122.08,37.68,26,2607,682,1401,607,2.6563,184100,NEAR BAY,1.860813704496788
-122.02,38.0,28,2965,533,1591,472,4.6375,178200,NEAR BAY,1.863607793840352
-121.97,37.56,13,8918,1823,4518,1772,4.8052,254000,<1H OCEAN,1.9738822487826473
-122.05,37.94,22,4162,1194,1804,1185,2.5459,179300,NEAR BAY,2.3070953436807096
-122.23,37.81,52,2315,292,861,258,8.8793,410300,NEAR BAY,2.6887340301974447
-122.28,37.8,52,215,87,904,88,0.8668,137500,NEAR BAY,0.23783185840707965
-122.33,37.98,3,2850,544,1024,515,6.0115,175000,NEAR BAY,2.783203125
-120.54,38.07,37,736,148,339,140,2.2875,79900,INLAND,2.1710914454277286
-122.1,37.69,44,2341,500,1256,485,2.9507,157100,NEAR BAY,1.8638535031847134
-122.03,37.61,37,1383,259,808,241,4.0125,161400,NEAR BAY,1.7116336633663367
-120.31,36.65,24,943,209,514,156,2.25,76600,INLAND,1.8346303501945525
-119.67,36.8,9,3712,508,1632,474,6.011,163100,INLAND,2.2745098039215685
-121.8,38.01,37,3058,567,1351,523,3.5179,130800,INLAND,2.2635085122131753
-122.31,37.93,39,2505,371,872,345,5.3433,286500,NEAR BAY,2.8727064220183487
-122.1,37.68,38,1779,413,1061,400,3.0962,180900,NEAR BAY,1.6767200754005656
-121.6,37.9,5,14684,2252,4276,1722,6.9051,340900,INLAND,3.4340505144995324
-122.25,37.76,52,2876,648,1340,632,3.567,252900,NEAR BAY,2.1462686567164178
-122.35,37.93,41,268,75,198,82,3.2222,156300,NEAR BAY,1.3535353535353536
-119.57,36.7,34,1759,354,899,337,2.6823,72900,INLAND,1.9566184649610678
-122.3,37.98,25,3807,806,1821,792,3.6518,164300,NEAR BAY,2.0906095551894563
-122.29,37.81,20,835,161,290,133,2.483,137500,NEAR BAY,2.8793103448275863
-119.69,36.82,15,3303,512,1687,505,4.81,93600,INLAND,1.957913455838767
-119.82,36.72,25,2581,528,1642,509,1.6435,52600,INLAND,1.571863580998782
-121.7,37.93,10,3258,612,1779,558,4.6587,152500,INLAND,1.8313659359190557
-122.12,37.68,40,1553,253,724,267,4.38,196400,NEAR BAY,2.1450276243093924
-122.27,37.85,52,1966,347,793,331,2.775,152500,NEAR BAY,2.479192938209332
-121.71,39.42,21,1432,284,862,275,2.2813,57600,INLAND,1.6612529002320187
-122.23,37.78,52,986,258,1008,255,1.4844,119400,NEAR BAY,0.9781746031746031
-121.88,38.03,10,2769,619,1045,469,4.1111,158600,INLAND,2.6497607655502393
-122.33,37.95,46,1543,339,777,322,4.0927,142600,NEAR BAY,1.9858429858429858
-122.18,37.74,46,2103,391,1339,354,2.2467,88900,NEAR BAY,1.5705750560119491
-119.77,36.76,43,1623,294,781,272,1.869,56000,INLAND,2.078104993597951
-122.19,37.76,49,1368,282,790,269,1.7056,91400,NEAR BAY,1.731645569620253
-122.22,37.81,52,2927,402,1021,380,8.1564,390100,NEAR BAY,2.8667972575905973
-122.07,37.91,33,1550,277,638,254,3.6833,292500,NEAR BAY,2.4294670846394983
-122.25,37.8,42,4120,1065,1715,1015,2.9345,225000,NEAR BAY,2.402332361516035
-121.94,37.75,16,5121,735,2464,761,6.6204,296100,<1H OCEAN,2.0783279220779223
-124.16,41.92,19,1668,324,841,283,2.1336,75000,NEAR OCEAN,1.9833531510107016
-122.17,37.74,46,1026,226,749,225,3.0298,107600,NEAR BAY,1.369826435246996
-119.82,36.76,46,2194,563,924,542,1.4028,68500,INLAND,2.3744588744588744
-121.82,38.01,42,1017,253,798,266,2.1719,99100,INLAND,1.2744360902255638
-119.79,36.79,19,1524,448,960,386,1.5122,47500,INLAND,1.5875
-119.86,36.43,34,1175,251,683,261,1.7176,58400,INLAND,1.720351390922401
-122.26,37.83,51,936,311,517,249,1.2852,150000,NEAR BAY,1.8104448742746615
-122.08,37.9,29,4133,770,1691,744,5.1097,288000,NEAR BAY,2.4441159077468955
-122.23,37.76,52,2269,323,805,321,4.7188,335300,NEAR BAY,2.8186335403726708
-119.78,36.85,12,782,166,292,164,2.8274,79500,INLAND,2.6780821917808217
-119.64,36.82,14,4872,656,2085,617,5.6739,173800,INLAND,2.3366906474820146
-119.33,36.89,15,1879,411,755,294,2.0,83300,INLAND,2.4887417218543044
-122.02,37.84,34,1879,265,729,263,7.7072,443800,NEAR BAY,2.577503429355281
-122.28,37.85,44,1025,198,506,204,1.73,147900,NEAR BAY,2.025691699604743
-121.56,39.53,12,1733,421,1861,415,1.5771,65200,INLAND,0.9312197743148845
-121.97,37.97,27,1691,289,807,296,6.1168,210500,INLAND,2.0954151177199503
-119.95,38.95,22,1058,352,851,269,2.02,87500,INLAND,1.2432432432432432
-121.71,39.41,22,1814,342,941,323,2.1728,59400,INLAND,1.9277364505844845
-120.98,38.67,13,3432,516,1286,470,5.584,186600,INLAND,2.6687402799377917
-122.13,39.74,20,1401,280,668,250,2.2569,94300,INLAND,2.0973053892215567
-119.85,36.43,23,1824,354,1146,362,2.8913,60900,INLAND,1.5916230366492146
-122.23,37.76,52,1316,177,378,162,5.2915,333000,NEAR BAY,3.4814814814814814
-121.88,38.01,9,5329,1284,2827,1202,2.7374,150000,INLAND,1.8850371418464804
-122.18,37.81,30,292,38,126,52,6.3624,483300,NEAR BAY,2.3174603174603177
-120.65,38.42,23,1538,305,730,267,2.6078,116700,INLAND,2.106849315068493
-122.27,37.84,52,2436,541,1015,478,1.725,113900,NEAR BAY,2.4
-120.83,38.74,17,3685,775,1714,734,2.2269,128300,INLAND,2.149941656942824
-121.93,37.74,16,3326,419,1272,402,6.8806,343500,<1H OCEAN,2.6147798742138364
-120.92,38.86,11,1720,345,850,326,3.2027,128600,INLAND,2.023529411764706
-122.33,37.95,22,2099,569,1135,509,2.1915,120800,NEAR BAY,1.8493392070484582
-119.46,36.91,12,2980,495,1184,429,3.9141,123900,INLAND,2.516891891891892
-120.0,38.87,12,1437,268,395,144,4.225,127600,INLAND,3.6379746835443036
-121.06,38.7,9,13255,1739,5001,1627,6.314,228900,INLAND,2.650469906018796
-122.02,37.6,32,1295,295,1097,328,3.2386,149600,NEAR BAY,1.1804922515952598
-119.85,36.84,12,2272,304,840,305,8.9669,213900,INLAND,2.704761904761905
-122.02,37.98,40,1797,401,756,369,2.8456,165500,NEAR BAY,2.376984126984127
-119.76,36.78,30,6117,1330,2768,1224,2.1383,78800,INLAND,2.209898843930636
